text,label
Оточення Путіна вже близько двох років сидить у карантині з постійною ізоляцією та медичними тестами,True
У Туреччині на пляжі у місті Мармаріс звідкись з'явилася акула.,True
"Росіяни на межі ""грандіозного кроку доброї волі""",True
Російські війська при спробах захопити всю Донецьку область продовжуватимуть рівняти міста із землею за допомогою артилерії,True
"Вічно можна дивитись на те, як у тимчасово окупованому Донецьку вибухають ворожі склади боєприпасів.",True
"Приватбанк обмежить витрати на картки клієнтів""",True
Петиція про заборону офлайн навчання в Україні до завершення військового стану набрала необхідну кількість голосів,True
Токаєв запропонував Європі свою нафту замість російської,True
"У Білому домі випустили монету «Острів Зміїний», присвячену героїчному українському спротиву російському вторгненню.",True
У Празі та Парижі зараз звучать навчальні сирени.,True
"Головнокомандувач ЗСУ Залужний показав танки,",True
Ще один казус із Джо Байденом. Сьогодні він надів на чиновника медаль задом-наперед,True
"Вже понад 35 співробітників уряду Бориса Джонсона подали у відставку за останню добу,",True
"Між Мелітополем та Токмаком ""втомився"" черговий міст",True
Мер міста Ніжин у Чернігівській області попередив про високу ймовірність ракетного удару по місту,True
"Орки заарештували та взяли під варту мера Куп'янська Геннадія Мецегору, який на початку війни перейшов на їхній бік",True
Колишнього прем'єра Японії Сіндзо Абе підстрелили,True
"95% білорусів вважають, що їхня армія не повинна вступати у війну проти України",True
Рєзніков назвали кількість мобілізованих солдатів,True
"Певний переломний момент у війні Росії проти України ""вже починається""",True
"США можуть забезпечити Україну зброєю на роки вперед,",True
Минулої доби рятувальники Харківського гарнізону Держслужби з надзвичайних ситуацій здійснили 53 оперативних виїзду,True
Радіус ураження нових ракет до РЗСО HIMARS.,True
США нададуть Україні майже 368 мільйонів доларів гуманітарної допомоги.,True
Російські Telegram-канали продовжують загрожувати Україні знищенням країни за 72 години,True
"Колишній голова проросійської партії ОПЗЖ Бойко раптово ""прозрів""",True
Міноборони РФ прозвітувало про знищення чергового неіснуючого об'єкта,True
Стоп-машина. Найближчими днями наступ російських військ стане неможливим,True
"РФ невдало штурмує і намагається стримувати контрнаступ ЗСУ,",True
Вже із завтрашнього дня в Україні буде заборонено будь-яке куріння у громадських місцях,True
Михайло Подоляк назвав три складові для перелому у війні з Росією:,True
️ВСУ вдарили по базі росгвардії у Херсоні,True
Потрібно організувати повстання 60 анексованих росією народів,True
Литва розширила обмеження на транзит товарів до Калінінграда через свою територію,True
"Україні потрібно дозволити завдавати ударів по військових об'єктах у Росії, Білорусі та окупованому Криму",True
"У Білорусі введено обмеження польотів над Мінськом, Брестом та півднем Мінської області",True
"Отакої: ЗСУ ліквідували ""найголовніше"" командування російських військ по Херсону",True
Ахметов передав свій медіа-бізнес державі,True
"Найвища частка громадян, які володіють криптовалютами у світі.",True
"У Новій Каховці зникли російську базу з боєприпасами, -",True
Іран готується надати Росії кілька сотень безпілотників,True
"У Раді ЄС узгодили виділення Україні €1 млрд макрофінансової допомоги,",True
На Росії підтвердили перший випадок зараження віспою мавп.,True
"З серпня антибіотики в аптеках можна буде купити лише за електронними рецептами,",True
Україна приєдналася до програми співробітництва армій країн НАТО,True
росія не оголошуватиме війну Україні чи мобілізацію найближчим часом,True
BMW почала продавати передплату на підігрів сидінь,True
"У Запорізькій області партизани закидали гранатами кортеж ""голови"" Північної Осетії, він отримав контузію",True
"Лукашенко звільнив генерала, відповідального за мобілізацію,",True
"Міністр оборони Польщі Маріуш Блащак привіз в Україну самохідні гаубиці AHS Krab, - Зеленський",True
️Кількість обстрілів України скоротилася в десятки разів,True
"️Держкордонслужба України стверджує, що білоруський прикордонник незаконно перетнув кордон для того, щоб воювати на боці ЗСУ",True
"Іран не постачатиме Росії зброю, щоб не провокувати подальшу ескалацію в Україні",True
"Сили Росії провалили наступ на північ від Слов'янська та Харкова, і на схід від Сіверська, –",True
За результатами переговорів у Стамбулі у форматі Україна,True
️Загроз для України з боку Придністров'я немає,True
Настав вирішальний момент у війні: Forbes розібрав три сценарії закінчення бойових дій,True
Командир 20-ї гвардійської мотострілецької дивізії полковник Олексій Горобець успішно денацифікувався на території України.,True
"Ніж у спину путлеру, тепер усі їдуть до Казахстану.",True
"Єрмак підтверджує, що у Вінниці потрапили по цивільному об'єкту",True
"У Вінниці відомо про 6 поранених та 2 загиблих, серед яких маленька дитина",True
"Число загиблих у Вінниці зросло до восьми осіб, серед яких дитина",True
"Цей хлопець був із тих, хто зробив усе, щоб не бути олігархом.",True
За тиждень Україна не втратила жодного метра землі.,True
У Росії заговорили про мирні переговори з Україною,True
Російські окупанти залишили Херсонську ОДА,True
Херсонські біженці пішки тікають із міста у бік Криворіжжя,True
Санітарна обробка території від орків продовжується.,True
У США ухвалили законопроект про оборонний бюджет на 2023 фінансовий рік у розмірі $840 млрд,True
"Закінчити війну до кінця року цілком можливо,",True
Міністр оборони Олексій Резніков дав інтерв'ю ВВС,True
"Батутного клоуна Рогозіна звільнено з ""Роскосмосу""",True
"Перевір себе та друзів на ""зраду"". Центр стратегічних комунікацій та інформаційної безпеки публікує список ТГ каналів, що працюють на окупантів",True
Одеситу відірвало голову внаслідок вибуху невідомого пристрою,True
В Україну прибули перші системи MLRS M270,True
"У Білорусь щось звозять: сьогодні тричі прилітали ІЛ-76 ВКС Росії, — Білорусь",True
"РФ готується відновити наступ на Донбасі,",True
Керівництво Росії планувало ударити ядерним оружням на висоті 20 км над Київом – інженер-ракетник.,True
Порушників комендантської години пропонують карати попередженнями та штрафами.,True
"ЗСУ впевненими кроками просуваються вперед на Херсонському напрямку, - начальниця прес-центру ОК ""Південь"" Наталія Гуменюк",True
СБУ затримали колишнього голову Криму Олега Кулініча,True
"Нова пошта виходитиме на європейський ринок, перша в черзі Польща",True
Так має виглядати сучасна соціальна реклама,True
Президент звільнив з посади Венедіктову та Баканова.,True
"Рот путіна пісків розповідає про ""точність"" російських ударів по Україні.",True
"Глава МЗС України Дмитро Кулеба стверджує, що переговори з Росією можливі ""тільки після її поразки"".",True
Польща передала нам 122-мм самохідну гаубицю 2С1 «Гвоздика»,True
В Україні заборонили примусово стягувати з фізосіб заборгованості за житлово-комунальні послуги на період дії воєнного стану,True
"Головним інструментом у звільненні Криму буде дипломатичний діалог,",True
Президент Зеленський встановив дедлайн для вступу до ЄС,True
"Російські ЗМІ повідомляють, що куратор окупованих територій України Сергій Кирієнко потрапив під обстріл у Херсонській області",True
"Екс-начальника СБУ АР Крим Олега Кулініча заарештували до 13 вересня без можливості застави,",True
"ЗСУ вдалося стабілізувати ситуацію на фронті,",True
"Є дуже хороші новини, але подробиці трохи пізніше — голова Міноборони Олексій Резніков напередодні четвертої зустрічі у форматі ""Рамштайн"" поговорив з Міністром оборони США Ллойдом Остіном",True
Свіжі дані від американського Інституту вивчення війни:,True
російська армія все сильніше стикається з проблемою нестачі особового складу - британська розвідка.,True
МОН випустило рекомендації щодо нового навчального року для студентів,True
ЄС розпочинає переговори про членство з Північною Македонією та Албанією,True
"Підсумки переговорів путлера, Раїсі та Ердогана в Тегерані:",True
Миколу Тищенка достроково відсторонили від керівництва Закарпатською обласною організацією Слуги Народу,True
"Російські ТГ-канали пишуть, що рашисти знову самі збили свій літак",True
"Схоже, що всі болячки вирішили влітку загостритися.",True
"Російські війська добровільно відійшли від Києва, щоб створити умови для переговорів",True
"Є ще один удар по Антонівському мосту в Херсоні,",True
"Консалтингова група А-95 вважає, що ціна дизеля зросте до 60-62 грн/літр, а 95 бензину до 55-57",True
"ЗСУ можуть звільнити Крим після успішного контрнаступу в Херсонській області,",True
ВЗСУ звільнили 2 населені пункти на півдні Донбасу.,True
"Скоро курс може зрости до 40-50 грн за долар,",True
Загроза нападу Китаю на Тайвань надзвичайно висока,True
До 24 лютого обсяг нелегально виробленого в Україні спирту сягав 50 відсотків від ємності ринку.,True
"Представники України, Росії, Туреччини та ООН підписали угоду щодо експорту зерна",True
️США нададуть Україні ще 5 додаткових HIMARS та дрони Phoenix Ghost,True
️Арестович прокоментував ситуацію в районі Високопілля,True
️США не надаватимуть Україні ракети ATACMS для РСЗВ HIMARS,True
У місті Хуст Закарпатської області вулицю Лева Толстого перейменували на вулицю поки що прем'єр-міністра Великобританії Бориса Джонсона,True
ЗСУ завдали удару по мосту через Інгулець на Херсонщині,True
ЗСУ взяли Антонівський міст у Херсоні під вогневий контроль,True
️Розкрили нові подробиці щодо першого автомобіля Xiaomi,True
"Генеральний секретар ООН Антоніу Гутеріш ""беззастережно засуджує"" удар по порту Одеси",True
"Україна ніколи не виграє війну, бо армія Росії",True
"В українських біженців на Заході почали вилучати дітей за те, що ті надто швидко чи дуже повільно їдять",True
"США домовилися з Грецією про те, що американці матимуть доступ до грецького порту Александруполіс.",True
"На кожен новий російський удар Британія буде відповідати збільшенням допомоги Україні,",True
"На Росії поліція шукає невідомого, який назвав свій вайфай ""Слава Україні"".",True
"Склади БК орків, знищені сьогодні ЗСУ від спікера Одеської ОВА Сергія Братчука:",True
"Релаксович упевнений, що Україна отримає ракети ATACMS:",True
️ISW: ЗСУ вже могли розпочати контрнаступ на Херсонщині,True
Володимир Зеленський підтвердив контрнаступ на Херсонщині,True
У Польщі зібрали гроші на Bayraktar для України,True
Борис Джонсон хоче здійснити третю поїздку в Україну,True
️️ Херсон звільняти від росії до вересня,True
️️ Українське ППО вдосконалюється щодня: вранці 24 липня протиповітряна оборона України збила всі 4 випущені крилаті ракети по Хмельниччині,True
Путін може завдати ядерного удару по АЕС.,True
"На протилежному березі Каховського водосховища помічено рух військової техніки, повідомив начальник Нікопольського РВА Євтушенко.",True
Повідомляють про прильоти у місті Дніпро,True
У відповідь на успіхи ЗСУ під Херсоном Росія може почати,True
"російські війська зіткнулися з дилемою, їм потрібно або забезпечити наступ на Донбасі, або посилити оборону на Півдні - британська розвідка.",True
"️ росія береже свої високоточні ракети ""Кинжал"" для ударів по Києву",True
"Аксьонов готується до евакуації з півострова, - Tg-канали",True
"Лукашенко дав вказівку озброїти всіх єгерів і бути напоготові, щоб стати на захист своєї країни",True
"Україна отримає протирадарні ракети, яких раніше не було в арсеналі ЗСУ,",True
"Щоб президент Росії Володимир Путін не кашляв, у Кремлі регулюють роботу кондиціонерів та уникають протягів – прес-секретар Дмитро Пєсков.",True
"У Херсонській області українські військові взяли під вогневий контроль кілька важливих транспортних артерій та зруйнували логістичні наміри Росії, -",True
"рф готується до наступу ЗСУ у Запорізькій та Херсонській областях,",True
"Київ за 3 дні, Донбас до 9 травня: нова історія про кацапів та їх нездійсненні плани",True
Подоляк опублікував план спеціальної контр-операції України:,True
Арештович влаштував пробку із жінок на Контрактовій,True
"️Уряд України звернеться до Уряду США щодо надання нашій державі ""газового ленд-лізу"" для стабільного проходження опалювального сезону",True
HIMARS в Україні знищили двох найкращих пілотів Путлера,True
"Дебати між Ріші Сунаком та Ліз Трасс були перервані через те, що ведуча Кейт Макканн знепритомніла",True
"Повідомляють, що після вибухів у Херсоні в районі Антонівського мосту було чути сильні удари об воду (можливо опори)",True
ЗМІ орків спростовують інформацію про влучення мостом,True
Коментатори не погоджуються з думкою автора російських ЗМІ,True
У вікіпедії внесли редагування щодо стану мосту.,True
"ЗСУ звільнили Андріївку та Лозове від окупантів на Херсонщині,",True
Призначення нардепа від «Слуги народу» Андрія Костіна Генеральним прокурором України дедалі ближче. У Раді вже зареєстровано проект постанови.,True
"ВСУ швидше за все дісталися не лише мосту, а й броника Стремноусова",True
Терорист Гіркін підтверджує виведення з ладу Антонівського мосту.,True
Байден та Сі Цзіньпін у четвер проведуть телефонні переговори,True
Ватажок донецьких бойовиків Денис Пушилін почав нести марення в Білорусі,True
"Поступок і жестів доброї, по відношенню до Херсона, не буде,",True
"Не хочемо нагнітати під час тривоги, але Кім Чен Ин заявив про повну готовність КНДР до військового конфлікту зі США",True
Президент привітав українців із Днем державності,True
Після закінчення війни курс гривні може повернутись на довоєнні показники – 28-29 грн за 1 долар.,True
"Один із російських телеграм каналів повідомляє про 40 загиблих та 130 поранених військовополонених з Азовсталі, нібито внаслідок обстрілу ЗСУ",True
Розмова була «відвертою і прямолінійною»: Блінкен поспілкувався,True
"ЗСУ «закрили» ще один міст у Херсонській області. Мова йде про сусідній з Антонівським мостом – Антонівський залізничний міст. Тепер пересування їм неможливе, – ОК «Південь».",True
"ЗСУ можуть відбити більшу частину, якщо не всі окуповані за останні місяці території —",True
"«Тайвань підняв винищувачі із «Chiayi Air Base», — повідомляють ЗМІ",True
Китайські системи ППО були помічені рухомими в провінцію Фуцзянь сусідньою з Тайванем,True
"У США чоловік зірвав джекпот у лотереї на суму $1,28 млрд,",True
Внаслідок обстрілу Миколаєва цієї ночі загинув,True
Губернатор Миколаївської області Віталій Кім підтвердив загибель власника аграрної компанії «Нібулон» Олексія Вадатурського Цю інформацію підтвердив Андрій Єрмак,True
"️️ Повідомляють, що розпочався ремонт Антонівського мосту в окупованому Херсоні",True
У Військово-морських силах ЗСУ відхрестилися від атаки дрона на штаб Чорноморського флоту.,True
В Україні незабаром відкриється перший аеропорт для пасажирських перевезень,True
"У партії президента Сербії заговорили про ""денацифікацію Балкан""",True
"Контингент НАТО та союзників у Косові на даний момент становить 3775 осіб, включаючи 40 українців.",True
Тим часом Дональд Трамп поховав свою колишню дружину на полі для гольфу.,True
Президент Сербії Олександр Вучич попросив міжнародне співтовариство вплинути на владу Косова.,True
Косово відклало процедуру запровадження заборони,True
Китай запустили гіперзвукову ракету за 120 кілометрів від узбережжя Тайваню,True
"На Херсонщині ЗСУ звільнили вже 46 населених пунктів,",True
"Під'їхала база. Спочатку – знищення окупантів, потім – дипломатія",True
Ядерну зброю потрібно повністю знищити,True
США звинуватили Китай у підготовці військових провокацій у зв'язку з візитом Ненсі Пелосі до Тайваню.,True
Наші артилеристи готові перетворити ніч на день,True
"Китай попереджає Байдена – якщо Пелосі прилетити до Тайваню, втрутиться армія",True
"Літак Пелосі наближається до узбережжя Індонезії, за пересуванням борту спостерігає понад 200 тисяч людей",True
Делегація Ненсі Пелосі забронювала 48 номерів,True
"Третя світова це не хаос, а щось ""історичне""",True
Китай везе на узбережжя HQ-22 («Червоний прапор-22»),True
ЗСУ звільнили ще 7 населених пунктів Херсонщини,True
Борт SPAR19 з Ненсі Пелосі входить до тайванської зони ППО.,True
Китайські винищувачі не наближалися до повітряного кортежу SPAR19.,True
У районі Авдіївки та Пісок у нас важка ситуація. Противник зосередив величезну концентрацію сил,True
Донецьку область залишили дві третини мешканців,True
️Курс долара в обмінниках сьогодні впав нижче 40,True
"У Литві придумали, як заблокувати транзит до Калінінградської області",True
На Херсонщині ЗСУ взяли в полон офіцера (майора),True
"️Стратегічний задум окупантів - не Донбас, а контрнаступ на Запорізькому та Херсонському напрямах, - Арестович",True
"Війська РФ не зможуть пройти на Київському напрямку вдруге, -",True
У Тернополі Інформація про замінування не підтвердилася,True
"Україна поверне захоплені території раніше, ніж там відбудуться референдуми, –",True
Зеленський різко висловився з приводу діалогу з РФ,True
Арестович прокоментував чергову хвилю чуток про настання з боку Білорусі:,True
"Україна може сильно натиснути на Ізюм, продовжуючи контрнаступ на Херсонщині — Аналітики Інституту дослідження війни",True
Тим часом у світі святкують Міжнародний день пива.,True
"росія готується до запуску розвідувального супутника на замовлення Ірану, однак спочатку планує використовувати його для спостереження військових цілей в Україні",True
Системи ПРО «Залізний купол» розгорнули у Тель-Авіві,True
"""Залізний купол"" веде перехоплення ракет у небі над південним Ізраїлем",True
"️В Гомель прилетів Іл-76 ВКС Росії, і можливо привіз до Білорусі нову партію ракет",True
"️ До кінця цього року гаряча фаза війни має закінчитися. Рядки звільнення окупованих територій залежать від постачання озброєння партнерами,",True
"Пентагон виступає за повну ліквідацію ядерної зброї у світі,",True
"️Україна та рф готуються до початку надзвичайно активної фази на Півдні Україні,",True
У Єгипті студент помер від радості через чудові оцінки.,True
"Зеленський заснував нагороду ""За оборону України""",True
У Херсоні окупанти готуються до відступу,True
"Названо єдину область, в яку не прилітали ракети з початку війни.",True
"Ізраїль погодився на припинення вогню в Секторі Газа за посередництвом Єгипту, – The Times of Israel",True
"Повідомляється, що всі ракети рашистів збили наші Повітряні сили.",True
"Окупанти застосували гіперзвукові ракети повітряного базування «Кинжал» на військових об'єктах у Вінницькій області 7 серпня, – командування Повітряних сил.",True
Величезна колона HIMARS була помічена рухаючись Румунією у бік півдня,True
Наступні два місяці можуть вирішити результат війни в Україні,True
Україна має відвоювати у Росії всі окуповані території,True
Позиція української сторони щодо переговорів із Росією посилилася,True
"У Кремлі погрожують розбомбити завод з виробництва Байракторів, якщо його збудують в Україні",True
Медведєв прибув до Луги для інспекції Навчального центру військового гарнізону.,True
Заяви про контрнаступ українських військ на Херсон були частиною інформаційно-психологічної операції,True
У Криму паніка Росіяни намагаються залишити острів. На виїзд починаються пробки,True
Заява Міноборони Росії про вибухи у Криму:,True
"Майбутнє Криму – бути перлиною Чорного моря, а не військовою базою",True
Рада продовжить військовий стан та мобілізацію,True
Росія запросила на 11 серпня засідання Ради безпеки ООН,True
"Після ударів ЗСУ по мосту в районі Каховської ГЕС він став непридатним для використання,",True
"Удари ЗСУ свідчать, що перший етап визволення Херсонщини розпочався",True
"Арештович піде у президенти, якщо Зеленський не піде на другий термін.",True
"Закінчення гарячої фази війни не означатиме, що військові покинуть окопи.",True
"Міністерство оборони України офіційно рекомендувало ""шановним російським гостям не відвідувати український Крим""",True
Генсек ООН Антоніу Гутерріш закликав демілітаризувати,True
"Пожежі на ЗАЕС, у тому числі на другому енергоблоці, про який повідомили ЗМІ РФ, немає,",True
"Деякі ТГ канали повідомляють про пуски ракет типу ""Кинжал"". Такі ракети наше ППО збити не може",True
Почалося засідання Ради безпеки ООН щодо ситуації навколо ЗАЕС,True
Представник Росії при ООН Василь Небензя не підтримав пропозиції щодо створення демілітаризованої зони навколо Запорізької атомної електростанції,True
рф щодня втрачає 500 військовослужбовців в Україні,True
Залишився без дупи. Буквально. Внаслідок вибуху в тимчасово окупованому Мелітополі відірвало дупу проросійському колаборанту Олегу Шостаку.,True
"Гончаренко пише, що наші завдали удару по мосту ГЕС.",True
ЗСУ ліквідували одного з ватажків сепаратистів,True
На Харківщині природа настільки очистилася,True
На Південному напрямку одразу кілька прильотів за позиціями окупантів.,True
"В Україні найближчим часом легалізують зброю,",True
У Єрусалимі теракт: поблизу Стіни Плачу невідомий обстріляв автобус.,True
"РФ, ймовірно, скоро не зможе захищатися від контратак ЗСУ",True
Вночі ВСУ ефектно відпрацювали Антонівським мостом у Херсоні,True
Російське ТБ зламали хакери і запустили скорботного за загиблими в Саках Путлера,True
ЗСУ розбомбили штаб «вагнерівців» в окупованій Попасній Луганській області. Швидшого одужання загиблим,True
"Російські військові почали вивозити свої сім'ї з Мелітополя, - мер Федоров",True
У Донецькій області акт доброї волі здійснив,True
"Військовий експерт Олег Жданов припустив, що Росія-окупантка Росія може готувати масований ракетний удар на 24 серпня",True
Моніторингові групи повідомляють про можливість запуску ракет з Чорного моря.,True
Наступна зупинка – крок доброї волі з Криму,True
"Шойгу назвав «дружні держави» Росії Бурунді, Гвінейська Республіка, Камерун, Малі, Судан, Уганда, Чад, Ефіопія, Південно-Африканська Республіка. Кінець списку.",True
Повідомляють про ще один хлопець у Криму. Над військовою авіабазою у смт Гвардійське Сімферопольського району Криму стоять клуби чорного диму.,True
"Можливо, ВКС РФ знову застосовують тактику вильотів літаків у похмуру погоду, щоб приховувати пуски ракет.",True
"Цілком ймовірно, що зазначені вибухи були через планове знищення боєприпасів.",True
Купівельна спроможність гривні зменшиться щонайменше вдвічі,True
"Зеленський назвав спосіб, який змусить Путіна закінчити війну в Україні.",True
"Головком ЗСУ Залужний заявив про те, що розташування ракетних систем уздовж держкордону з боку Білорусі, зокрема на аеродромі Зябрівка, викликає занепокоєння.",True
"Казахстан усім своїм виглядом показує, що росія їм не друг:",True
Як виглядає просування армії ЗС Росії в Україні,True
"З Криму виїхали ""прем'єр"" Аксьонов та спікер ""парламенту"" Костянтинов",True
УВАГА. У Білорусі зафіксовані вильоти винищувачів,True
Замість колаборанта Сальдо РФ направити до окупованої частини Херсонської області мера Краснодара - ЗМІ,True
Ердоган сьогодні у ході візиту до Львова запропонує Зеленському організувати його зустріч із путіним.,True
РФ концентрує біля кордонів з Україною та на окупованих територіях велику кількість ракет про боєприпаси до них,True
"️️ А тим часом на Херсонщині поновилося українське телебачення,",True
Білгородський ТГ канал повідомляє про новий вибух на аеродромі у Старому Осколі,True
Інститут вивчення війни назвав п'ять можливих причин вибухів у Криму:,True
"У Севастополі спрацювала ППО, попередньо, за безпілотником,",True
Сьогодні у всьому світі відзначається День лінощів.,True
Сьогодні вперше за 100 років астероїд розміром більше за піраміду наблизиться до Землі.,True
Олександр Усик у роздягальні перед махачем.,True
"Українець Олександр Усик переміг британця Ентоні Джошуа у бою-реванші за звання чемпіона світу у суперважкій вазі за версіями WBA, WBO, IBF та IBO",True
Україна не причетна до підриву дочки Дугіна,True
"️️ Не ігнорувати найближчими днями сигнали повітряної тривоги закликали українців і в Оперативному командуванні ""Південь""",True
У Британії солдатам сказали готуватися до війни проти Росії в Україні та готувати близьких - британське видання Mirror посилаючись на уорент-офіцера Пола Карні та генерала Річарда Данната,True
Посольство США закликало своїх громадян залишити Україну.,True
Слідом за Києвом у токсичному пилу опинилася Одеса.,True
"️ Мова президента України Володимира Зеленського на відкритті другого саміту ""Кримської платформи"".",True
Зеленський прокоментував убивство Дарії Дугіної:,True
Карта війни за півроку: як змінювалася ситуація на фронті з 24 лютого до сьогодні.,True
На росії затримали екс-главу Єкатеринбурга Євгена Ройзмана.,True
"Спецоперація в Україні йде за наміченим планом, заявив міністр оборони РФ Сергій Шойгу на нараді міністрів оборони країн ШОС",True
24 лютого шойгу відправив Міністру оборони Резнікову,True
Велика ймовірність запуску ракет з Білорусі,True
Повідомляють про звуки вибухів на Хмельниччині.,True
"Кого українці повинні ""дякувати"" за алкоголь і цигарки, що дорожчають.",True
"Високий рівень загрози ракетних ударів зберігається,",True
"Росія стягнула до кордонів з Україною близько 400 бойових літаків і 360 вертольотів, з яких понад 150 є ударними.",True
"Путін сподівається, що його ""спецоперацію"" в Україні врятує холодна зима - повідомляє Reuters",True
️На держслужбу не пускатимуть без військової підготовки,True
"Прогнози на наступні шість місяців війни, - The Guardian",True
У Києві можуть запровадити обов'язкову евакуацію,True
На Україну чекає підвищення штрафів за перевищення швидкості,True
"До кінця цього року Україна може відкинути ЗС РФ на позиції до 24 лютого, — екс-командувач сил США в Європі Бен Ходжес",True
До 2100 року більша частина планети може стати непридатною для життя через екстремальну спеку.,True
Хвилина імпортозаміщення на болотах: голлівудські фільми замінять індійськими,True
